iter	Passed	Remaining
600	1628	1080
601	1628	1076
602	1629	1073
603	1630	1069
604	1631	1065
605	1632	1061
606	1633	1057
607	1638	1056
608	1639	1052
609	1640	1049
610	1641	1045
611	1642	1041
612	1643	1037
613	1644	1033
614	1645	1030
615	1646	1026
616	1647	1022
617	1648	1018
618	1649	1015
619	1654	1014
620	1656	1010
621	1657	1007
622	1659	1004
623	1660	1000
624	1661	997
625	1662	993
626	1663	989
627	1664	985
628	1669	984
629	1671	981
630	1671	977
631	1672	974
632	1673	970
633	1674	966
634	1675	963
635	1676	959
636	1677	955
637	1678	952
638	1679	948
639	1684	947
640	1685	943
641	1686	940
642	1687	936
643	1688	933
644	1689	929
645	1690	926
646	1690	922
647	1691	919
648	1692	915
649	1693	911
650	1694	908
651	1699	907
652	1700	903
653	1701	900
654	1702	896
655	1703	893
656	1704	889
657	1705	886
658	1706	882
659	1707	879
660	1708	875
661	1708	872
662	1713	871
663	1714	867
664	1715	864
665	1716	861
666	1717	857
667	1718	854
668	1719	850
669	1720	847
670	1721	844
671	1722	840
672	1723	837
673	1724	834
674	1728	832
675	1730	829
676	1734	827
677	1735	824
678	1736	820
679	1736	817
680	1737	814
681	1738	810
682	1744	809
683	1745	806
684	1746	803
685	1747	799
686	1748	796
687	1749	793
688	1750	789
689	1750	786
690	1751	783
691	1752	780
692	1753	776
693	1759	775
694	1760	772
695	1761	769
696	1762	766
697	1763	762
698	1764	759
699	1765	756
700	1766	753
701	1767	750
702	1767	746
703	1768	743
704	1774	742
705	1774	739
706	1775	735
707	1776	732
708	1777	729
709	1778	726
710	1779	723
711	1780	720
712	1781	717
713	1782	714
714	1783	710
715	1784	707
716	1789	706
717	1790	703
718	1791	700
719	1792	697
720	1793	693
721	1794	690
722	1795	687
723	1796	684
724	1796	681
725	1797	678
726	1798	675
727	1799	672
728	1801	669
729	1805	667
730	1806	664
731	1807	661
732	1808	658
733	1809	655
734	1809	652
735	1810	649
736	1816	648
737	1817	645
738	1818	642
739	1819	639
740	1820	636
741	1821	633
742	1822	630
743	1823	627
744	1824	624
745	1824	621
746	1825	618
747	1830	616
748	1832	614
749	1833	611
750	1834	608
751	1835	605
752	1836	602
753	1837	599
754	1838	596
755	1839	593
756	1839	590
757	1840	587
758	1845	586
759	1847	583
760	1848	580
761	1849	577
762	1850	574
763	1850	571
764	1851	568
765	1852	565
766	1853	563
767	1854	560
768	1855	557
769	1856	554
770	1857	551
771	1859	549
772	1859	546
773	1860	543
774	1862	540
775	1863	537
776	1863	534
777	1864	532
778	1865	529
779	1866	526
780	1867	523
781	1874	522
782	1877	520
783	1878	517
784	1879	514
785	1880	511
786	1881	509
787	1882	506
788	1888	505
789	1889	502
790	1891	499
791	1892	496
792	1893	494
793	1894	491
794	1895	488
795	1896	486
796	1897	483
797	1898	480
798	1904	479
799	1905	476
800	1906	473
801	1907	470
802	1908	468
803	1909	465
804	1910	462
805	1911	460
806	1912	457
807	1913	454
808	1917	452
809	1919	450
810	1920	447
811	1921	444
812	1922	442
813	1923	439
814	1924	436
815	1925	434
816	1926	431
817	1927	428
818	1928	426
819	1934	424
820	1935	421
821	1936	419
822	1937	416
823	1938	414
824	1939	411
825	1940	408
826	1941	406
827	1942	403
828	1943	400
829	1950	399
830	1954	397
831	1955	394
832	1956	392
833	1957	389
834	1958	387
835	1964	385
836	1965	382
837	1966	380
838	1967	377
839	1968	374
840	1969	372
841	1969	369
842	1970	367
843	1971	364
844	1972	361
845	1973	359
846	1979	357
847	1980	354
848	1981	352
849	1982	349
850	1983	347
851	1984	344
852	1984	342
853	1985	339
854	1986	336
855	1987	334
856	1988	331
857	1994	330
858	1995	327
859	1996	324
860	1997	322
861	1998	319
862	1999	317
863	2000	314
864	2001	312
865	2001	309
866	2002	307
867	2003	304
868	2004	302
869	2005	299
870	2006	297
871	2007	294
872	2008	292
873	2009	289
874	2010	287
875	2011	284
876	2012	282
877	2013	279
878	2014	277
879	2015	274
880	2023	273
881	2024	270
882	2025	268
883	2026	265
884	2027	263
885	2028	260
886	2029	258
887	2030	256
888	2031	253
889	2037	251
890	2038	249
891	2039	246
892	2040	244
893	2042	242
894	2042	239
895	2043	237
896	2044	234
897	2045	232
898	2051	230
899	2052	228
900	2053	225
901	2054	223
902	2055	220
903	2056	218
904	2056	215
905	2057	213
906	2058	211
907	2059	208
908	2060	206
909	2066	204
910	2067	202
911	2068	199
912	2069	197
913	2070	194
914	2071	192
915	2072	190
916	2073	187
917	2074	185
918	2075	182
919	2076	180
920	2082	178
921	2083	176
922	2084	173
923	2085	171
924	2086	169
925	2087	166
926	2088	164
927	2089	162
928	2090	159
929	2091	157
930	2095	155
931	2097	153
932	2099	150
933	2102	148
934	2102	146
935	2104	143
936	2104	141
937	2105	139
938	2106	136
939	2112	134
940	2113	132
941	2114	130
942	2115	127
943	2116	125
944	2117	123
945	2118	120
946	2119	118
947	2120	116
948	2121	113
949	2126	111
950	2127	109
951	2128	107
952	2129	105
953	2130	102
954	2131	100
955	2132	98
956	2133	95
957	2134	93
958	2135	91
959	2136	89
960	2142	86
961	2143	84
962	2144	82
963	2145	80
964	2146	77
965	2146	75
966	2147	73
967	2148	71
968	2150	68
969	2151	66
970	2152	64
971	2157	62
972	2158	59
973	2159	57
974	2160	55
975	2161	53
976	2162	50
977	2163	48
978	2164	46
979	2164	44
980	2165	41
981	2166	39
982	2172	37
983	2175	35
984	2176	33
985	2177	30
986	2178	28
987	2179	26
988	2180	24
989	2181	22
990	2182	19
991	2188	17
992	2189	15
993	2190	13
994	2191	11
995	2192	8
996	2193	6
997	2194	4
998	2195	2
999	2196	0
